frequency_hz,rocof_hz_s,voltage_pu,total_demand_mw,total_gen_mw,net_power_deficit_mw,line_loading_pct,solar_gen_mw,wind_gen_mw,battery_soc_pct,ev_load_mw,industrial_load_mw,datacenter_load_mw,hospital_load_mw,fault_type,blackout_risk_pct,highest_risk_sector,recommended_prevention
49.934,-0.2399,0.9945,101.39,85.97,15.42,72.66,1.31,19.66,44.1,7.14,30.33,9.84,8.0,SOLAR_DROP,5.6,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
49.939,-0.1052,1.0033,98.13,90.6,7.53,70.22,6.63,18.97,73.3,6.74,30.05,10.2,8.0,SOLAR_DROP,5.0,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
50.009,0.0631,1.0,99.43,100.49,-1.06,70.17,19.94,15.56,76.7,7.3,29.27,9.83,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.062,0.0909,0.9993,99.4,101.36,-1.96,70.79,25.2,11.15,72.6,6.2,30.05,10.02,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.095,0.1511,1.0032,100.78,106.38,-5.59,71.9,33.45,7.93,62.3,7.18,30.63,9.56,8.0,WIND_STALL,5.0,WIND_FARM,Command turbine blade pitch compensation & AGC governor reserve ramp.
49.799,-0.3151,0.993,118.42,94.26,24.16,85.1,9.38,19.89,47.1,24.25,30.15,9.88,8.0,EV_SURGE,25.2,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
50.056,0.097,1.0044,99.01,104.79,-5.79,71.17,29.55,10.24,63.3,6.93,28.56,9.83,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.931,-0.1021,0.9981,98.95,93.04,5.92,70.8,10.81,17.22,83.5,6.92,29.24,10.74,8.0,SOLAR_DROP,5.0,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
50.206,0.4202,1.01,101.65,108.21,-6.55,72.81,31.44,11.77,33.4,6.99,31.89,9.92,8.0,BESS_OUTAGE,25.0,BESS_STATION,Emergency demand-response load curtailment. Fast-trip substation feeder protection armed.
49.994,0.0614,0.9937,101.35,103.59,-2.24,72.31,28.58,10.01,45.8,7.33,29.94,10.5,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.927,-0.1778,1.0003,113.63,101.08,12.56,81.1,24.21,11.86,84.1,7.22,44.73,9.97,8.0,INDUSTRIAL_INRUSH,11.0,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
49.988,-0.009,0.9967,101.76,101.55,0.21,72.37,25.71,10.84,78.1,6.89,31.76,9.87,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.997,-0.0337,0.9964,99.12,96.24,2.88,70.53,11.25,19.99,69.0,6.96,29.61,9.86,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.884,-0.1653,0.9902,99.52,87.79,11.73,70.07,3.07,19.72,44.5,6.9,31.03,9.71,8.0,SOLAR_DROP,10.0,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
50.041,0.0111,0.9997,100.06,100.33,-0.27,71.1,30.53,4.8,79.3,7.14,30.5,9.68,8.0,WIND_STALL,5.0,WIND_FARM,Command turbine blade pitch compensation & AGC governor reserve ramp.
49.851,-0.271,0.9929,101.35,83.21,18.13,72.98,1.88,16.33,74.5,6.73,32.05,10.14,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.988,-0.037,1.003,101.2,100.67,0.54,72.05,21.42,14.24,58.1,6.92,29.94,9.89,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.955,-0.0924,0.9965,99.95,93.0,6.95,71.11,22.65,5.35,51.4,6.82,30.17,10.03,8.0,WIND_STALL,5.0,WIND_FARM,Command turbine blade pitch compensation & AGC governor reserve ramp.
49.76,-0.4578,0.9888,114.22,87.0,27.23,82.02,4.18,17.82,42.0,7.09,43.36,9.64,8.0,INDUSTRIAL_INRUSH,24.8,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
50.031,0.1034,1.005,98.77,102.52,-3.76,70.12,27.41,10.11,54.8,7.08,28.26,9.68,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.998,0.003,0.997,115.49,115.56,-0.07,83.38,33.93,16.63,68.7,22.25,30.66,10.58,8.0,EV_SURGE,13.7,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
50.09,0.1205,1.0026,109.64,115.68,-6.05,78.37,33.96,16.72,57.5,7.21,29.32,19.05,8.0,DATACENTER_SPIKE,5.0,AI_DATACENTER,AI cluster compute power cap & BESS localized peak shaving.
50.074,0.0711,1.0027,98.19,101.48,-3.29,70.11,25.55,10.93,72.2,6.68,29.27,10.25,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.065,0.0956,1.0013,99.18,104.32,-5.14,70.63,29.19,10.12,53.9,6.9,29.87,9.45,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.832,-0.2538,0.997,98.48,78.02,20.45,70.31,2.98,10.04,76.2,6.93,30.09,9.81,8.0,WIND_STALL,7.4,WIND_FARM,Command turbine blade pitch compensation & AGC governor reserve ramp.
50.004,0.0507,1.0033,97.45,99.78,-2.33,69.48,16.8,17.98,74.5,7.01,29.31,10.14,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.052,0.1042,0.9933,99.75,105.25,-5.5,71.0,33.01,7.24,54.1,7.01,29.09,9.79,8.0,WIND_STALL,5.0,WIND_FARM,Command turbine blade pitch compensation & AGC governor reserve ramp.
49.911,-0.2196,0.9966,99.77,86.79,12.98,72.19,1.84,19.95,58.0,7.0,28.67,10.16,8.0,SOLAR_DROP,5.1,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
50.197,0.2189,1.0043,101.24,114.3,-13.06,71.28,33.58,15.72,40.6,6.6,31.07,9.91,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.358,-0.8605,0.9798,103.46,83.54,19.92,74.07,2.08,16.46,38.8,7.17,31.64,10.11,8.0,BESS_OUTAGE,59.0,BESS_STATION,Emergency demand-response load curtailment. Fast-trip substation feeder protection armed.
50.087,0.099,1.0017,100.06,104.16,-4.1,71.26,29.07,10.09,58.5,6.68,30.59,10.24,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.11,0.1267,1.0041,99.9,108.04,-8.14,70.45,31.37,11.68,80.8,6.98,29.81,9.96,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.983,-0.0609,0.9955,100.79,97.09,3.7,71.08,27.03,5.05,73.9,6.86,30.6,10.05,8.0,WIND_STALL,5.0,WIND_FARM,Command turbine blade pitch compensation & AGC governor reserve ramp.
49.814,-0.3207,0.9986,115.7,93.7,22.0,82.81,8.91,19.8,57.2,22.17,29.79,9.85,8.0,EV_SURGE,18.0,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.913,-0.2131,1.0036,110.48,97.83,12.64,80.59,13.14,19.69,41.9,6.66,29.42,20.77,8.0,DATACENTER_SPIKE,10.7,AI_DATACENTER,AI cluster compute power cap & BESS localized peak shaving.
49.835,-0.2586,0.9883,98.61,76.91,21.69,69.6,4.17,7.75,44.0,7.53,29.25,9.29,8.0,WIND_STALL,12.8,WIND_FARM,Command turbine blade pitch compensation & AGC governor reserve ramp.
50.106,0.1311,1.0055,96.17,102.92,-6.75,67.87,27.9,10.02,75.2,7.29,27.57,9.71,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.993,-0.0128,1.0005,100.2,99.97,0.23,71.59,17.4,17.57,56.6,6.47,30.06,10.13,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.83,-0.1732,0.9935,117.66,101.05,16.61,84.75,24.08,11.96,83.4,27.6,29.17,9.78,8.0,EV_SURGE,23.4,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.831,-0.2109,0.9914,100.4,82.94,17.46,71.83,7.59,10.36,78.8,7.04,30.87,10.3,8.0,SOLAR_DROP,11.0,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
50.085,0.164,1.0071,98.0,106.07,-8.07,70.41,30.36,10.71,56.3,6.82,28.41,10.31,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.93,-0.1227,0.9942,110.55,101.48,9.07,79.75,25.55,10.94,70.9,19.3,28.91,8.97,8.0,EV_SURGE,12.6,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
50.055,0.2012,1.0031,100.18,108.73,-8.56,71.09,31.67,12.06,57.4,7.01,29.57,10.28,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.835,-0.2743,0.9957,121.97,100.36,21.61,88.24,19.07,16.29,61.3,28.7,30.76,9.59,8.0,EV_SURGE,26.7,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.948,-0.0533,0.9972,97.88,94.33,3.55,69.28,9.44,19.89,65.6,6.83,28.59,10.17,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.819,-0.266,0.989,99.79,94.19,5.61,70.96,9.31,19.88,24.4,7.17,31.35,9.21,8.0,BESS_OUTAGE,37.9,BESS_STATION,Emergency demand-response load curtailment. Fast-trip substation feeder protection armed.
50.201,0.3238,1.0048,100.15,117.4,-17.26,71.42,34.4,18.0,66.7,6.83,30.08,10.25,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.883,-0.1388,0.9976,100.68,87.83,12.84,70.78,3.96,18.88,58.8,6.79,30.23,10.52,8.0,SOLAR_DROP,5.4,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
49.814,-0.4278,0.988,99.71,75.23,24.47,70.82,2.68,7.55,71.4,6.97,28.3,9.88,8.0,WIND_STALL,13.7,WIND_FARM,Command turbine blade pitch compensation & AGC governor reserve ramp.
49.889,-0.1553,1.0005,98.89,83.09,15.8,70.34,4.36,13.73,58.1,6.83,29.75,9.75,8.0,SOLAR_DROP,5.0,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
49.962,-0.0892,0.9934,106.41,98.22,8.19,76.08,13.7,19.52,60.6,6.86,29.2,18.29,8.0,DATACENTER_SPIKE,6.9,AI_DATACENTER,AI cluster compute power cap & BESS localized peak shaving.
49.853,-0.2441,0.9986,100.43,78.71,21.72,71.6,3.98,9.74,47.1,7.3,30.04,10.01,8.0,WIND_STALL,5.8,WIND_FARM,Command turbine blade pitch compensation & AGC governor reserve ramp.
49.839,-0.2451,1.0018,115.13,98.23,16.9,82.39,13.71,19.52,65.8,23.01,29.51,10.11,8.0,EV_SURGE,15.7,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.935,-0.1172,1.0,117.5,109.48,8.03,85.24,31.97,12.5,77.7,25.48,28.95,9.86,8.0,EV_SURGE,16.5,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.985,-0.0484,0.9992,111.12,107.31,3.81,79.51,31.02,11.29,62.3,6.93,42.29,10.52,8.0,INDUSTRIAL_INRUSH,7.3,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
49.884,-0.2407,0.9942,112.08,97.01,15.07,79.68,12.11,19.9,69.2,19.69,28.66,10.27,8.0,EV_SURGE,14.0,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.824,-0.24,0.9909,98.81,93.48,5.33,70.46,8.72,19.76,30.1,6.95,29.09,10.42,8.0,BESS_OUTAGE,36.5,BESS_STATION,Emergency demand-response load curtailment. Fast-trip substation feeder protection armed.
50.032,0.0338,1.003,112.83,113.67,-0.84,81.17,33.4,15.27,66.0,6.96,31.14,22.87,8.0,DATACENTER_SPIKE,8.6,AI_DATACENTER,AI cluster compute power cap & BESS localized peak shaving.
49.888,-0.1499,0.9944,98.87,88.92,9.96,69.78,9.95,13.97,81.8,7.15,28.95,10.17,8.0,SOLAR_DROP,7.2,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
50.043,0.0821,0.9984,99.85,103.4,-3.55,71.28,32.62,5.78,40.7,6.62,30.88,10.33,8.0,WIND_STALL,5.0,WIND_FARM,Command turbine blade pitch compensation & AGC governor reserve ramp.
49.954,-0.1344,1.0004,112.13,103.96,8.17,80.59,28.9,10.05,81.0,6.67,42.17,9.65,8.0,INDUSTRIAL_INRUSH,9.4,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
49.807,-0.3795,0.9979,115.56,90.58,24.98,83.3,6.54,19.04,63.2,21.21,30.24,10.49,8.0,EV_SURGE,19.4,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.916,-0.1062,0.9971,112.28,103.72,8.56,80.6,28.7,10.02,44.5,7.39,29.82,21.08,8.0,DATACENTER_SPIKE,12.4,AI_DATACENTER,AI cluster compute power cap & BESS localized peak shaving.
49.961,-0.0257,0.9985,113.1,112.65,0.45,81.1,33.09,14.56,68.7,19.99,27.58,10.26,8.0,EV_SURGE,10.8,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.88,-0.1943,0.9907,98.31,85.34,12.97,70.95,1.42,18.92,54.2,6.78,29.54,10.16,8.0,SOLAR_DROP,9.8,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
49.919,-0.0846,0.9953,108.72,101.0,7.73,77.99,23.84,12.16,45.9,7.05,30.4,19.23,8.0,DATACENTER_SPIKE,9.9,AI_DATACENTER,AI cluster compute power cap & BESS localized peak shaving.
50.025,0.0479,1.0025,113.61,115.76,-2.15,81.45,33.98,16.77,43.2,6.94,30.21,23.23,8.0,DATACENTER_SPIKE,9.0,AI_DATACENTER,AI cluster compute power cap & BESS localized peak shaving.
49.814,-0.3347,0.9903,113.6,90.03,23.57,82.87,6.16,18.87,65.1,6.93,42.85,10.73,8.0,INDUSTRIAL_INRUSH,23.3,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
49.912,-0.1701,0.993,100.0,86.02,13.98,71.84,7.6,13.42,61.0,7.17,29.98,9.38,8.0,SOLAR_DROP,7.3,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
50.006,0.0232,0.9998,100.22,100.61,-0.4,71.23,20.95,14.67,22.6,6.94,30.33,10.18,8.0,BESS_OUTAGE,25.1,BESS_STATION,Emergency demand-response load curtailment. Fast-trip substation feeder protection armed.
49.993,-0.0384,0.996,113.31,112.75,0.56,81.69,33.12,14.63,73.8,21.08,30.4,8.94,8.0,EV_SURGE,12.1,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.87,-0.312,0.9943,100.74,82.11,18.63,72.37,1.24,15.88,53.7,7.2,30.79,10.33,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.054,0.0529,0.9978,97.32,100.52,-3.2,68.84,20.18,15.35,75.5,6.5,29.56,9.56,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.872,-0.2238,0.9984,100.9,86.61,14.29,71.05,2.72,18.89,69.8,7.21,31.0,10.19,8.0,SOLAR_DROP,5.3,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
50.023,0.0727,0.9987,101.86,103.17,-1.31,72.37,28.17,10.0,50.8,6.98,32.05,10.53,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.05,0.1047,1.0002,100.91,102.44,-1.53,72.2,27.3,10.14,49.3,7.48,29.65,9.76,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.867,-0.1841,0.9966,118.11,100.62,17.48,85.37,21.02,14.61,78.7,24.0,31.11,10.42,8.0,EV_SURGE,21.1,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.969,-0.0446,0.9996,118.54,115.69,2.85,86.24,33.97,16.72,79.5,26.82,28.76,10.15,8.0,EV_SURGE,17.0,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.916,-0.2066,0.9967,113.3,100.49,12.81,81.77,19.92,15.57,50.2,6.74,40.93,10.35,8.0,INDUSTRIAL_INRUSH,14.3,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
50.267,0.5331,1.003,97.26,117.39,-20.12,69.23,34.4,17.99,54.7,6.89,28.44,10.31,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.515,-0.9175,0.989,116.99,82.34,34.65,84.23,1.37,15.97,56.2,23.18,30.47,9.83,8.0,EV_SURGE,35.9,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.808,-0.3286,0.9929,115.88,91.16,24.72,83.37,6.95,19.21,46.7,22.95,30.64,10.24,8.0,EV_SURGE,22.6,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
50.016,0.0083,1.0001,100.69,100.85,-0.16,71.53,22.97,12.88,60.4,7.3,29.38,10.04,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.28,0.3798,1.0089,99.39,119.85,-20.47,70.77,34.97,19.88,82.5,7.2,29.57,9.83,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.944,-0.0475,0.9979,98.93,94.8,4.13,71.41,9.85,19.95,54.8,7.11,29.03,9.97,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.896,-0.1853,1.0016,109.16,93.64,15.52,77.86,8.85,19.79,67.0,7.24,39.47,9.17,8.0,INDUSTRIAL_INRUSH,7.5,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
49.909,-0.1745,0.9955,112.77,100.41,12.36,81.57,19.38,16.03,40.3,6.86,43.32,9.6,8.0,INDUSTRIAL_INRUSH,15.0,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
49.791,-0.3917,0.9895,116.14,88.41,27.72,83.31,5.08,18.33,83.3,21.17,30.22,9.95,8.0,EV_SURGE,25.1,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.92,-0.1482,1.0004,100.65,88.74,11.91,71.75,10.96,12.79,69.6,7.03,30.44,10.07,8.0,SOLAR_DROP,5.0,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
50.379,0.7101,1.0203,103.34,115.07,-11.73,73.63,33.8,16.27,35.9,7.19,30.78,10.66,8.0,BESS_OUTAGE,25.0,BESS_STATION,Emergency demand-response load curtailment. Fast-trip substation feeder protection armed.
49.904,-0.1212,0.9907,99.98,87.73,12.25,70.5,10.47,12.26,70.1,6.33,30.71,10.04,8.0,SOLAR_DROP,9.1,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
50.65,1.3151,1.0197,98.66,119.19,-20.53,69.76,34.82,19.37,24.1,6.98,31.02,9.76,8.0,BESS_OUTAGE,25.0,BESS_STATION,Emergency demand-response load curtailment. Fast-trip substation feeder protection armed.
50.137,0.1889,1.0038,102.6,113.7,-11.1,72.81,33.41,15.29,55.1,7.06,30.35,10.52,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.834,-0.3812,0.9912,122.08,99.69,22.39,88.23,16.55,18.14,46.2,28.64,29.95,9.71,8.0,EV_SURGE,29.6,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.852,-0.2772,0.9905,118.1,100.64,17.46,84.67,21.19,14.45,72.8,23.86,29.69,10.7,8.0,EV_SURGE,24.4,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.923,-0.1117,1.0037,113.05,102.87,10.18,81.28,27.84,10.03,59.2,6.84,43.71,9.95,8.0,INDUSTRIAL_INRUSH,11.3,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
49.873,-0.1627,0.9983,100.39,87.04,13.35,71.86,2.18,19.86,44.3,7.47,30.13,10.03,8.0,SOLAR_DROP,5.3,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
49.819,-0.438,0.998,120.2,92.91,27.29,86.95,8.26,19.65,41.1,28.35,30.34,10.02,8.0,EV_SURGE,24.0,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.933,-0.0393,1.0013,118.39,114.97,3.42,84.65,33.77,16.2,48.9,24.55,30.61,10.41,8.0,EV_SURGE,15.7,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.881,-0.2171,0.9906,111.66,99.09,12.57,79.89,15.17,18.92,59.8,7.35,39.63,9.89,8.0,INDUSTRIAL_INRUSH,16.7,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
49.978,-0.0259,0.9955,102.68,100.2,2.47,73.39,18.3,16.9,70.8,7.52,31.15,10.45,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.832,-0.2073,0.9987,116.58,102.76,13.82,83.9,27.71,10.05,48.5,6.23,47.13,9.49,8.0,INDUSTRIAL_INRUSH,18.9,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
49.925,-0.1064,0.9947,110.18,103.96,6.22,79.17,28.91,10.05,42.2,6.63,39.79,9.98,8.0,INDUSTRIAL_INRUSH,11.7,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
49.984,-0.0402,1.0005,112.83,110.54,2.29,80.91,32.38,13.16,68.0,21.83,30.1,10.07,8.0,EV_SURGE,8.8,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
50.264,0.5023,1.0073,98.66,116.97,-18.31,70.54,34.29,17.68,67.8,6.87,30.2,9.86,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.957,-0.0952,0.9928,97.72,95.99,1.73,69.61,14.74,16.25,76.3,6.95,29.94,9.76,8.0,SOLAR_DROP,5.9,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
49.997,-0.0023,0.9992,118.07,118.03,0.04,84.85,34.55,18.48,51.4,6.76,47.9,9.99,8.0,INDUSTRIAL_INRUSH,14.4,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
50.021,0.0387,0.9986,99.06,99.8,-0.74,70.61,16.86,17.94,67.5,6.95,29.8,10.1,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.426,0.573,1.0106,96.11,109.2,-13.09,68.91,31.87,12.34,33.2,6.67,27.52,9.82,8.0,BESS_OUTAGE,25.0,BESS_STATION,Emergency demand-response load curtailment. Fast-trip substation feeder protection armed.
49.798,-0.461,0.9911,112.33,86.05,26.29,80.72,3.59,17.46,64.3,7.6,28.07,23.87,8.0,DATACENTER_SPIKE,20.3,AI_DATACENTER,AI cluster compute power cap & BESS localized peak shaving.
49.939,-0.0763,0.9991,99.51,97.65,1.85,71.31,28.15,4.5,56.3,7.0,28.16,9.55,8.0,WIND_STALL,5.0,WIND_FARM,Command turbine blade pitch compensation & AGC governor reserve ramp.
50.129,0.2359,1.0035,108.43,119.77,-11.33,77.95,34.95,19.82,40.2,6.93,30.55,19.42,8.0,DATACENTER_SPIKE,5.0,AI_DATACENTER,AI cluster compute power cap & BESS localized peak shaving.
49.904,-0.1831,0.9989,113.03,101.04,11.99,81.1,24.04,12.0,84.7,21.0,30.49,10.13,8.0,EV_SURGE,12.4,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.578,-0.9123,0.9835,114.71,80.54,34.17,82.15,0.31,15.22,64.5,6.78,44.03,10.15,8.0,INDUSTRIAL_INRUSH,34.4,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
50.099,0.1804,1.002,99.94,107.01,-7.06,71.44,30.87,11.14,78.0,7.08,30.13,9.76,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.919,-0.1619,0.9978,103.61,91.0,12.61,74.08,6.84,19.16,66.6,6.45,31.96,10.38,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.927,-0.1106,0.9983,112.56,103.1,9.47,80.83,28.09,10.01,56.2,6.68,28.25,23.94,8.0,DATACENTER_SPIKE,11.6,AI_DATACENTER,AI cluster compute power cap & BESS localized peak shaving.
49.828,-0.3591,0.995,109.65,86.93,22.72,79.08,4.14,17.79,65.6,7.0,29.43,20.24,8.0,DATACENTER_SPIKE,14.5,AI_DATACENTER,AI cluster compute power cap & BESS localized peak shaving.
50.235,0.3502,1.0067,100.45,119.91,-19.45,71.6,34.98,19.93,42.0,7.21,29.57,10.01,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.909,-0.11,1.0028,99.04,89.66,9.38,70.5,5.91,18.75,68.0,6.68,30.27,10.35,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.933,-0.1478,1.0024,111.89,99.69,12.2,81.04,16.56,18.14,67.3,7.15,29.83,23.32,8.0,DATACENTER_SPIKE,10.7,AI_DATACENTER,AI cluster compute power cap & BESS localized peak shaving.
49.961,-0.1089,0.9966,112.32,105.28,7.04,81.04,29.88,10.4,46.1,7.17,41.67,10.95,8.0,INDUSTRIAL_INRUSH,11.9,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
49.97,-0.074,0.9998,111.89,106.91,4.97,80.91,30.82,11.09,80.0,7.14,42.52,9.25,8.0,INDUSTRIAL_INRUSH,9.4,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
50.076,0.093,0.9974,100.08,101.99,-1.91,71.37,31.54,5.44,40.4,7.23,29.64,10.46,8.0,WIND_STALL,5.0,WIND_FARM,Command turbine blade pitch compensation & AGC governor reserve ramp.
49.965,-0.0285,0.9964,102.73,100.45,2.28,72.92,19.66,15.79,57.4,6.69,31.34,10.91,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.795,-0.2388,0.9938,121.86,97.58,24.28,87.47,12.81,19.77,45.2,27.51,30.88,9.83,8.0,EV_SURGE,28.2,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
